,steel_design_description,YieldStrength,TensileStrength,TotalElongation
24890,06-V60 575100,70.5,79.9,21.46
24894,06-V60 575100,69.8,80.0,21.72
24898,06-V60 575100,71.3,80.6,22.47
24899,06-V60 575100,70.8,80.1,22.21
25044,06-V60 575100,70.9,80.2,24.86
26638,06-V60 575100,66.8,78.0,23.56
26645,06-V60 575100,70.2,79.0,23.03
26647,06-V60 575100,71.1,79.7,24.57
26651,06-V60 575100,70.3,80.1,22.39
26672,06-V60 575100,71.2,78.9,25.3
26678,06-V60 575100,71.3,80.0,22.94
26695,06-V60 575100,71.7,80.2,23.16
26703,06-V60 575100,69.2,77.2,25.4
26709,06-V60 575100,67.6,75.8,25.89
59493,06-V60 600100,63.2,77.1,27.34
59496,06-V60 600100,64.7,78.3,25.71
61182,06-V60 600100,64.8,75.3,24.8
61746,06-V60 600100,65.4,74.2,28.47
62469,06-V60 600100,66.5,77.0,24.85
16183,06-V60 600125,64.1,75.7,26.18
17733,06-V60 600125,66.3,77.1,25.89
17736,06-V60 600125,68.4,77.7,26.57
17738,06-V60 600125,66.2,76.5,24.69
17739,06-V60 600125,67.9,78.1,25.43
17741,06-V60 600125,67.7,77.9,25.3
17743,06-V60 600125,65.9,76.6,25.68
17744,06-V60 600125,65.3,76.9,25.41
17746,06-V60 600125,68.0,78.3,25.23
17748,06-V60 600125,69.1,78.7,25.44
17752,06-V60 600125,68.7,79.1,24.98
17753,06-V60 600125,68.3,78.7,25.46
17756,06-V60 600125,67.4,77.5,26.51
17758,06-V60 600125,66.2,77.2,25.41
17760,06-V60 600125,65.8,77.2,26.14
17761,06-V60 600125,65.2,76.1,24.26
17763,06-V60 600125,65.3,75.9,28.84
17764,06-V60 600125,65.8,76.1,26.72
17769,06-V60 600125,65.6,75.7,26.77
17772,06-V60 600125,68.9,79.6,24.43
17774,06-V60 600125,68.6,79.1,24.7
17776,06-V60 600125,65.7,76.3,26.18
17778,06-V60 600125,63.6,74.1,28.15
17779,06-V60 600125,64.9,74.8,26.46
17781,06-V60 600125,63.0,73.2,26.75
17783,06-V60 600125,63.5,73.5,27.5
17784,06-V60 600125,65.0,74.6,26.53
17786,06-V60 600125,66.4,76.2,25.48
17788,06-V60 600125,65.9,76.4,25.15
17789,06-V60 600125,67.8,77.0,25.1
17793,06-V60 600125,68.5,76.5,24.0
17796,06-V60 600125,65.2,76.1,24.99
17798,06-V60 600125,66.2,75.9,25.92
17799,06-V60 600125,66.9,76.4,26.82
17800,06-V60 600125,67.9,77.7,24.79
17803,06-V60 600125,67.0,76.9,24.8
17805,06-V60 600125,66.7,76.4,24.56
17808,06-V60 600125,66.5,77.0,26.38
17810,06-V60 600125,65.7,75.8,23.7
17811,06-V60 600125,68.5,77.3,25.35
17818,06-V60 600125,65.7,76.0,25.99
17821,06-V60 600125,68.0,78.1,24.58
17823,06-V60 600125,68.2,77.3,24.18
17828,06-V60 600125,67.7,78.0,24.96
17831,06-V60 600125,66.2,77.0,24.1
17832,06-V60 600125,67.2,80.4,23.95
17834,06-V60 600125,68.0,78.3,24.67
17838,06-V60 600125,67.0,78.0,25.43
17842,06-V60 600125,66.0,76.4,23.31
21903,06-V60 600125,61.8,72.3,27.56
21908,06-V60 600125,63.5,72.9,27.35
21914,06-V60 600125,61.5,72.9,27.24
21918,06-V60 600125,64.5,75.3,26.68
21919,06-V60 600125,65.0,74.9,27.09
21922,06-V60 600125,67.7,76.9,25.91
21926,06-V60 600125,66.0,76.6,25.66
21929,06-V60 600125,66.6,76.6,25.74
21931,06-V60 600125,61.4,73.5,26.98
21932,06-V60 600125,62.4,73.9,25.84
21938,06-V60 600125,65.5,75.1,25.34
21940,06-V60 600125,69.5,77.1,26.04
21943,06-V60 600125,67.3,77.0,26.01
21945,06-V60 600125,67.8,78.2,25.57
21948,06-V60 600125,66.6,77.0,25.15
21950,06-V60 600125,67.5,77.8,27.1
21953,06-V60 600125,68.0,77.5,25.78
21955,06-V60 600125,65.3,75.2,25.28
21958,06-V60 600125,61.6,72.2,27.03
21960,06-V60 600125,62.1,72.5,26.19
22163,06-V60 600125,66.2,77.1,27.15
22164,06-V60 600125,68.0,78.0,26.31
22167,06-V60 600125,65.5,75.7,27.0
22177,06-V60 600125,64.7,75.1,26.88
22181,06-V60 600125,69.1,78.6,24.83
22186,06-V60 600125,71.5,79.8,26.09
22191,06-V60 600125,69.9,79.6,24.91
22193,06-V60 600125,67.8,78.7,24.27
22195,06-V60 600125,70.7,81.1,23.15
22205,06-V60 600125,69.2,78.2,24.94
22207,06-V60 600125,66.4,77.0,26.7
22209,06-V60 600125,67.8,78.3,27.35
22213,06-V60 600125,67.8,78.4,25.86
22217,06-V60 600125,68.0,79.0,25.76
22218,06-V60 600125,70.0,78.7,24.5
22221,06-V60 600125,68.5,79.5,24.35
22222,06-V60 600125,69.1,79.7,25.88
22225,06-V60 600125,68.3,80.1,25.41
22227,06-V60 600125,67.3,78.1,26.85
22231,06-V60 600125,66.8,77.5,26.75
22236,06-V60 600125,65.1,76.6,24.16
22238,06-V60 600125,65.6,75.3,24.85
22242,06-V60 600125,66.3,76.3,25.19
22243,06-V60 600125,63.5,74.6,27.44
26599,06-V60 600125,70.7,79.5,25.17
26690,06-V60 600125,71.9,79.7,23.84
37108,06-V60 600125,68.2,76.8,24.24
37110,06-V60 600125,66.6,76.8,25.05
37112,06-V60 600125,66.4,77.1,22.14
37115,06-V60 600125,65.4,76.0,24.09
37117,06-V60 600125,65.0,75.9,24.78
37120,06-V60 600125,67.2,77.1,24.57
37122,06-V60 600125,67.1,76.9,23.77
37125,06-V60 600125,66.5,76.2,24.54
37127,06-V60 600125,68.7,77.7,25.55
37129,06-V60 600125,67.6,77.5,24.25
37131,06-V60 600125,67.7,77.3,22.18
37134,06-V60 600125,69.0,77.6,28.02
37136,06-V60 600125,69.1,78.4,24.65
37139,06-V60 600125,69.1,77.4,25.87
37141,06-V60 600125,66.5,76.6,21.57
37144,06-V60 600125,68.6,78.4,18.43
37146,06-V60 600125,67.9,77.5,20.67
37149,06-V60 600125,67.2,76.8,24.44
37151,06-V60 600125,63.7,75.4,25.44
37153,06-V60 600125,66.5,76.6,23.81
37155,06-V60 600125,67.9,77.2,25.77
37158,06-V60 600125,68.6,77.7,24.61
37160,06-V60 600125,66.5,75.7,25.86
37165,06-V60 600125,61.9,74.5,26.36
37168,06-V60 600125,69.3,78.3,25.17
37170,06-V60 600125,69.8,78.5,24.66
37172,06-V60 600125,70.7,78.8,23.93
37177,06-V60 600125,68.7,78.1,23.73
37179,06-V60 600125,68.1,77.0,21.86
37181,06-V60 600125,68.5,76.3,19.61
37183,06-V60 600125,70.2,77.9,23.78
37188,06-V60 600125,66.5,75.7,18.49
37191,06-V60 600125,68.0,78.4,25.04
37193,06-V60 600125,67.5,77.8,25.7
37194,06-V60 600125,67.7,79.3,23.52
37196,06-V60 600125,68.1,78.3,24.71
37198,06-V60 600125,66.4,76.1,22.45
37205,06-V60 600125,69.9,79.3,21.95
37208,06-V60 600125,68.4,77.0,23.33
37210,06-V60 600125,69.3,79.5,24.4
37216,06-V60 600125,68.8,77.6,24.11
37228,06-V60 600125,69.8,79.0,24.29
37230,06-V60 600125,68.9,78.6,23.68
37244,06-V60 600125,68.5,78.0,24.13
37247,06-V60 600125,67.5,76.7,22.68
37253,06-V60 600125,68.5,78.2,23.59
37264,06-V60 600125,69.5,79.1,25.17
37620,06-V60 600125,63.7,76.0,26.69
37625,06-V60 600125,65.3,77.1,25.07
37659,06-V60 600125,68.0,77.4,25.37
39124,06-V60 600125,68.0,75.6,26.34
39129,06-V60 600125,67.5,77.4,21.26
42023,06-V60 600125,62.1,72.0,27.26
42027,06-V60 600125,62.0,72.2,26.24
42029,06-V60 600125,62.3,72.2,27.86
42032,06-V60 600125,66.7,75.4,25.44
42035,06-V60 600125,66.4,75.9,26.58
42077,06-V60 600125,65.6,74.9,26.85
42080,06-V60 600125,66.4,75.1,26.35
42086,06-V60 600125,65.1,74.8,17.9
42089,06-V60 600125,65.0,75.7,26.73
42094,06-V60 600125,65.2,75.8,24.16
42097,06-V60 600125,68.3,78.1,26.43
42106,06-V60 600125,67.4,76.8,25.68
42112,06-V60 600125,67.0,75.9,25.34
44906,06-V60 600125,70.4,79.8,24.97
44909,06-V60 600125,72.1,81.4,24.19
45968,06-V60 600125,69.2,79.0,25.67
45970,06-V60 600125,68.1,78.6,26.1
45972,06-V60 600125,71.7,79.3,19.54
45975,06-V60 600125,67.7,75.9,24.89
45977,06-V60 600125,66.7,76.2,25.5
45980,06-V60 600125,70.4,79.5,26.6
45982,06-V60 600125,70.8,78.8,25.14
45985,06-V60 600125,69.1,78.8,25.17
45987,06-V60 600125,72.1,78.9,20.07
45991,06-V60 600125,70.1,80.6,22.7
45993,06-V60 600125,72.4,81.0,23.88
45996,06-V60 600125,67.8,78.3,25.13
46010,06-V60 600125,69.3,79.3,25.03
46018,06-V60 600125,69.0,77.6,25.36
46021,06-V60 600125,66.0,76.3,27.07
47387,06-V60 600125,69.8,79.8,25.85
47390,06-V60 600125,70.8,79.8,25.31
47393,06-V60 600125,70.2,80.5,26.32
47396,06-V60 600125,73.0,83.0,23.65
47398,06-V60 600125,74.7,83.4,23.35
47401,06-V60 600125,68.0,79.3,25.19
47404,06-V60 600125,67.8,78.2,25.01
47407,06-V60 600125,71.7,82.7,23.69
47409,06-V60 600125,76.4,83.1,24.18
47412,06-V60 600125,69.7,79.5,24.74
47414,06-V60 600125,68.8,79.2,25.38
47419,06-V60 600125,72.3,82.0,25.07
47423,06-V60 600125,72.6,81.0,24.74
47425,06-V60 600125,69.3,79.0,25.07
47428,06-V60 600125,69.5,80.0,25.73
47430,06-V60 600125,69.7,79.4,25.26
47434,06-V60 600125,70.5,81.4,25.25
47436,06-V60 600125,69.7,80.6,26.02
47439,06-V60 600125,70.0,81.1,24.41
47441,06-V60 600125,71.2,79.8,24.5
47445,06-V60 600125,68.3,78.8,25.42
47447,06-V60 600125,69.7,79.3,25.07
47450,06-V60 600125,71.9,81.6,24.26
47452,06-V60 600125,70.5,80.4,24.8
47455,06-V60 600125,71.8,81.5,23.46
47457,06-V60 600125,70.3,80.4,24.0
47461,06-V60 600125,67.9,78.7,25.73
47463,06-V60 600125,69.2,79.6,24.61
47478,06-V60 600125,68.5,78.6,25.52
47481,06-V60 600125,68.3,78.2,25.65
47487,06-V60 600125,68.0,78.2,26.1
47490,06-V60 600125,70.0,78.7,24.59
47535,06-V60 600125,70.3,79.1,26.01
47538,06-V60 600125,71.1,79.7,24.8
47540,06-V60 600125,67.1,75.8,25.91
47542,06-V60 600125,68.0,76.6,24.91
47545,06-V60 600125,64.6,74.9,25.78
47548,06-V60 600125,66.1,76.3,26.1
47551,06-V60 600125,68.6,77.0,22.98
48641,06-V60 600125,66.7,76.5,25.45
48645,06-V60 600125,66.8,76.6,25.16
48646,06-V60 600125,66.4,75.9,24.23
48648,06-V60 600125,66.6,76.9,25.57
48652,06-V60 600125,64.1,74.4,25.57
48656,06-V60 600125,67.0,76.3,26.12
48659,06-V60 600125,69.7,76.6,25.07
48661,06-V60 600125,66.7,75.8,25.19
48663,06-V60 600125,68.1,77.0,26.76
48665,06-V60 600125,67.1,76.7,25.96
48666,06-V60 600125,65.5,74.6,25.39
48689,06-V60 600125,66.2,76.7,26.09
48696,06-V60 600125,68.9,79.1,25.14
48697,06-V60 600125,67.0,78.4,24.72
48768,06-V60 600125,64.6,75.9,27.16
48770,06-V60 600125,65.9,76.5,25.86
48776,06-V60 600125,66.4,77.4,24.57
48784,06-V60 600125,66.3,77.9,25.44
50512,06-V60 600125,63.9,75.2,27.04
50515,06-V60 600125,61.6,74.0,27.19
50517,06-V60 600125,65.3,76.7,28.33
50520,06-V60 600125,65.3,76.0,27.13
50522,06-V60 600125,66.3,78.2,27.25
50530,06-V60 600125,67.1,77.9,25.5
50533,06-V60 600125,68.2,79.1,27.17
50537,06-V60 600125,64.6,76.5,29.61
50541,06-V60 600125,66.3,76.9,26.28
50542,06-V60 600125,66.4,77.1,26.63
50544,06-V60 600125,65.3,76.4,27.03
50547,06-V60 600125,63.4,75.0,26.38
50549,06-V60 600125,64.5,75.9,26.85
50554,06-V60 600125,63.4,76.0,27.23
50559,06-V60 600125,64.2,77.3,22.51
50561,06-V60 600125,66.1,77.0,26.32
50564,06-V60 600125,66.3,79.0,26.75
50566,06-V60 600125,67.0,78.9,25.47
50569,06-V60 600125,68.8,79.4,24.21
50572,06-V60 600125,68.7,80.4,25.15
50575,06-V60 600125,62.6,74.0,27.03
50577,06-V60 600125,62.8,73.9,17.25
50580,06-V60 600125,64.5,76.5,27.66
50582,06-V60 600125,66.4,77.2,22.86
50585,06-V60 600125,65.5,77.8,27.31
50587,06-V60 600125,65.3,77.3,25.59
50590,06-V60 600125,64.6,76.5,26.35
50592,06-V60 600125,66.3,77.5,26.7
50595,06-V60 600125,66.4,77.7,26.61
50647,06-V60 600125,65.6,75.5,26.84
50651,06-V60 600125,66.0,75.6,26.91
50653,06-V60 600125,64.5,75.9,23.36
51534,06-V60 600125,65.8,76.1,17.9
51536,06-V60 600125,65.0,75.1,24.32
51542,06-V60 600125,63.7,74.5,26.65
51545,06-V60 600125,69.9,78.2,23.17
51552,06-V60 600125,71.6,79.7,22.82
51555,06-V60 600125,68.4,78.3,19.98
51561,06-V60 600125,65.1,76.7,22.71
51564,06-V60 600125,64.3,74.8,22.88
51571,06-V60 600125,66.1,76.2,25.6
51574,06-V60 600125,65.6,75.5,23.39
52529,06-V60 600125,67.8,77.9,26.37
52532,06-V60 600125,68.4,78.9,26.64
52534,06-V60 600125,68.7,79.1,26.03
52537,06-V60 600125,68.7,78.8,24.21
58878,06-V60 600125,64.9,77.3,26.05
58881,06-V60 600125,66.7,76.8,27.49
58883,06-V60 600125,66.5,77.5,23.41
58884,06-V60 600125,69.7,79.6,22.12
58887,06-V60 600125,70.4,80.9,22.91
58890,06-V60 600125,68.2,79.3,23.97
58892,06-V60 600125,67.6,78.6,25.6
58893,06-V60 600125,69.1,80.1,24.13
58895,06-V60 600125,70.5,80.9,24.04
58897,06-V60 600125,70.3,81.1,27.26
58900,06-V60 600125,63.3,76.3,23.17
58902,06-V60 600125,67.4,78.5,24.5
58931,06-V60 600125,67.7,77.9,23.06
58933,06-V60 600125,68.5,78.0,25.43
58936,06-V60 600125,71.3,81.1,24.85
58938,06-V60 600125,71.1,81.2,25.63
58942,06-V60 600125,70.0,79.8,24.47
58944,06-V60 600125,70.2,80.3,22.45
58953,06-V60 600125,68.4,78.3,18.43
58958,06-V60 600125,70.3,79.2,23.39
58960,06-V60 600125,69.5,78.6,23.86
58966,06-V60 600125,70.9,80.6,24.18
58977,06-V60 600125,68.1,78.9,25.01
58980,06-V60 600125,66.8,76.8,24.48
58982,06-V60 600125,68.5,78.5,25.62
58986,06-V60 600125,68.4,79.6,25.05
58988,06-V60 600125,68.7,79.6,26.61
58994,06-V60 600125,68.0,77.5,21.92
58997,06-V60 600125,66.9,76.1,28.13
61091,06-V60 600125,66.5,74.9,26.18
61094,06-V60 600125,64.7,73.6,26.24
61142,06-V60 600125,63.9,73.4,27.16
61146,06-V60 600125,63.5,72.7,27.47
61148,06-V60 600125,64.4,72.9,26.89
61151,06-V60 600125,64.4,73.6,27.1
61189,06-V60 600125,63.4,73.8,26.53
61236,06-V60 600125,64.4,75.6,23.63
61634,06-V60 600125,68.9,78.6,26.7
61637,06-V60 600125,67.1,77.4,27.28
61641,06-V60 600125,64.6,75.8,26.25
61644,06-V60 600125,66.2,78.4,24.97
61651,06-V60 600125,67.6,78.5,25.81
61654,06-V60 600125,67.7,79.2,29.25
61663,06-V60 600125,65.5,76.9,26.38
61665,06-V60 600125,65.1,76.7,25.96
61784,06-V60 600125,67.3,77.1,26.97
61822,06-V60 600125,71.6,79.2,27.02
61825,06-V60 600125,69.4,79.5,28.22
61830,06-V60 600125,73.4,80.6,25.52
61833,06-V60 600125,71.0,80.2,27.4
61838,06-V60 600125,70.4,79.6,26.31
61841,06-V60 600125,68.1,76.9,27.76
61846,06-V60 600125,64.3,74.0,30.03
61854,06-V60 600125,66.9,78.0,23.61
61862,06-V60 600125,67.4,77.8,29.42
61872,06-V60 600125,66.8,76.7,27.21
61879,06-V60 600125,68.2,79.4,26.63
61882,06-V60 600125,68.7,79.4,26.12
61887,06-V60 600125,71.1,79.5,24.35
62495,06-V60 600125,62.0,70.3,29.52
64987,06-V60 600125,68.9,77.8,26.78
64991,06-V60 600125,70.7,79.0,26.64
64993,06-V60 600125,69.3,78.4,25.3
65001,06-V60 600125,68.9,77.9,22.58
65003,06-V60 600125,70.1,78.8,25.64
65011,06-V60 600125,68.9,76.3,22.15
65013,06-V60 600125,69.0,76.6,23.88
65016,06-V60 600125,71.3,80.0,23.1
26607,06-V60 625100,73.7,82.4,23.48
29430,06-V60 625100,63.8,74.7,23.03
29432,06-V60 625100,63.0,74.6,23.31
29433,06-V60 625100,64.5,76.7,21.55
29439,06-V60 625100,66.2,76.0,21.61
29442,06-V60 625100,64.4,76.1,21.3
29446,06-V60 625100,66.2,76.9,23.38
29447,06-V60 625100,63.5,75.7,23.0
47331,06-V60 625100,66.3,76.3,20.5
47334,06-V60 625100,66.5,77.3,20.5
47335,06-V60 625100,68.4,77.6,21.0
47339,06-V60 625100,62.7,75.0,24.44
47342,06-V60 625100,63.0,76.0,21.26
47361,06-V60 625100,57.8,77.2,23.79
47365,06-V60 625100,66.4,77.7,22.0
47368,06-V60 625100,64.8,76.1,21.68
47370,06-V60 625100,65.1,74.5,21.0
47373,06-V60 625100,62.0,76.1,23.64
47375,06-V60 625100,61.1,72.8,22.89
47503,06-V60 625100,67.6,78.5,26.48
47505,06-V60 625100,64.5,75.8,25.13
47532,06-V60 625100,65.6,76.2,24.71
50670,06-V60 625100,64.1,77.1,23.27
50672,06-V60 625100,64.9,76.7,23.06
51619,06-V60 625100,65.0,77.4,24.5
51627,06-V60 625100,65.0,76.3,24.0
51631,06-V60 625100,65.0,76.4,24.08
52550,06-V60 625100,63.5,74.7,23.96
58818,06-V60 625100,67.5,78.6,23.3
58824,06-V60 625100,64.0,75.9,24.0
58827,06-V60 625100,70.0,81.1,21.41
58831,06-V60 625100,67.0,80.6,22.57
58833,06-V60 625100,65.0,78.3,21.69
58837,06-V60 625100,64.7,77.2,25.19
58839,06-V60 625100,65.4,77.2,24.12
58843,06-V60 625100,64.9,74.5,22.65
58845,06-V60 625100,59.5,76.5,24.45
58850,06-V60 625100,63.0,76.9,23.47
58852,06-V60 625100,64.1,77.5,22.85
58856,06-V60 625100,65.7,79.2,21.11
58858,06-V60 625100,59.4,76.8,23.57
59002,06-V60 625100,59.8,74.7,26.87
59007,06-V60 625100,64.8,74.4,27.26
59010,06-V60 625100,66.8,76.6,26.0
59011,06-V60 625100,64.1,75.2,27.13
59016,06-V60 625100,68.6,80.0,21.07
59374,06-V60 625100,71.5,80.7,25.9
59382,06-V60 625100,67.1,78.2,21.0
59388,06-V60 625100,70.3,81.5,24.54
59390,06-V60 625100,71.5,82.4,22.0
59396,06-V60 625100,71.9,81.1,22.27
59399,06-V60 625100,67.1,78.6,24.15
59404,06-V60 625100,71.1,79.9,24.0
59412,06-V60 625100,67.1,79.7,26.89
59415,06-V60 625100,64.3,76.9,25.88
59430,06-V60 625100,61.1,73.6,28.22
59438,06-V60 625100,70.4,79.3,23.8
59441,06-V60 625100,66.7,77.4,27.0
59446,06-V60 625100,73.4,81.0,21.0
59449,06-V60 625100,64.3,79.2,26.7
59454,06-V60 625100,69.0,80.0,24.21
59460,06-V60 625100,68.8,80.1,23.15
59464,06-V60 625100,70.3,79.5,28.0
59469,06-V60 625100,65.1,76.7,29.5
61097,06-V60 625100,66.4,74.3,24.59
61100,06-V60 625100,65.8,74.4,23.62
61103,06-V60 625100,64.7,73.4,22.13
61109,06-V60 625100,64.5,73.7,24.59
61112,06-V60 625100,63.9,73.0,25.12
61117,06-V60 625100,67.1,75.9,24.03
61120,06-V60 625100,65.8,74.1,24.49
61125,06-V60 625100,68.5,76.5,25.32
61127,06-V60 625100,66.2,75.3,23.35
61154,06-V60 625100,65.6,72.9,25.79
61156,06-V60 625100,66.2,75.0,21.45
61161,06-V60 625100,69.7,75.4,22.97
61163,06-V60 625100,71.1,76.5,23.91
61169,06-V60 625100,70.7,76.3,22.85
61180,06-V60 625100,68.0,76.0,24.33
61195,06-V60 625100,64.4,74.1,25.18
61198,06-V60 625100,66.5,75.1,23.92
61203,06-V60 625100,66.4,74.1,24.28
61206,06-V60 625100,66.1,74.3,25.12
61212,06-V60 625100,64.8,73.5,25.89
61252,06-V60 625100,67.6,74.5,21.57
61256,06-V60 625100,68.9,75.4,25.78
61261,06-V60 625100,67.1,74.9,25.34
61265,06-V60 625100,69.8,76.6,27.44
61274,06-V60 625100,64.0,72.2,26.0
61281,06-V60 625100,64.9,73.4,23.24
61286,06-V60 625100,68.6,75.9,25.33
61289,06-V60 625100,66.0,75.4,26.34
61319,06-V60 625100,65.0,72.8,25.1
61324,06-V60 625100,65.5,73.0,30.69
61327,06-V60 625100,62.2,73.5,26.52
61706,06-V60 625100,72.5,79.4,21.48
61711,06-V60 625100,68.6,76.1,26.55
61714,06-V60 625100,72.2,78.7,22.0
61719,06-V60 625100,69.4,78.5,24.0
61723,06-V60 625100,79.9,81.8,21.0
61728,06-V60 625100,72.1,80.2,20.05
61731,06-V60 625100,71.1,79.8,23.73
61737,06-V60 625100,70.0,79.6,20.0
61740,06-V60 625100,68.2,76.0,25.39
61748,06-V60 625100,63.2,74.5,26.46
62377,06-V60 625100,62.7,74.0,25.26
62380,06-V60 625100,69.3,76.1,24.4
62388,06-V60 625100,71.2,77.7,23.45
62393,06-V60 625100,73.7,80.3,20.0
62443,06-V60 625100,67.6,76.1,26.17
62445,06-V60 625100,66.3,74.9,26.26
62449,06-V60 625100,69.6,76.4,24.81
62454,06-V60 625100,69.4,75.9,24.38
62457,06-V60 625100,65.7,74.4,21.5
62465,06-V60 625100,67.2,76.1,22.58
2471,24-M12 575100,60.5,83.8,25.13
2477,24-M12 575100,63.8,86.8,23.57
2483,24-M12 575100,60.1,84.5,24.66
2536,24-M12 575100,61.5,82.4,25.47
2543,24-M12 575100,58.1,82.1,24.18
4172,24-M12 575100,54.3,82.4,26.77
4178,24-M12 575100,59.9,83.9,23.45
10410,24-M12 575100,69.3,90.6,19.36
10412,24-M12 575100,70.8,91.3,19.93
10416,24-M12 575100,66.6,89.2,21.32
21123,24-M12 575100,64.3,87.8,25.89
21127,24-M12 575100,63.3,87.2,25.83
26451,24-M12 575100,64.1,90.2,23.89
26453,24-M12 575100,65.3,90.9,24.37
26492,24-M12 575100,67.1,89.3,25.16
26495,24-M12 575100,64.3,84.3,25.59
32331,24-M12 575100,72.8,95.3,22.42
32333,24-M12 575100,73.1,96.0,20.01
32336,24-M12 575100,68.8,92.1,22.84
32339,24-M12 575100,66.9,90.8,23.05
35880,24-M12 575100,71.4,94.2,20.13
35882,24-M12 575100,75.1,97.5,20.26
35885,24-M12 575100,74.0,95.8,20.73
35889,24-M12 575100,71.5,93.4,21.71
35892,24-M12 575100,74.5,96.6,20.76
35896,24-M12 575100,66.0,93.2,20.7
35903,24-M12 575100,57.4,83.1,26.83
43059,24-M12 575100,66.3,86.3,25.93
45834,06T80L 625100,81.0,87.8,18.89
45837,06T80L 625100,82.2,89.2,19.03
45840,06T80L 625100,83.0,91.5,20.12
45845,06T80L 625100,80.6,88.4,18.46
45848,06T80L 625100,82.7,91.2,18.73
45910,06T80L 625100,86.2,95.3,19.38
45927,06T80L 625100,79.7,89.3,23.0
45930,06T80L 625100,84.7,91.8,21.29
45941,06T80L 625100,80.9,89.6,17.07
45942,06T80L 625100,82.5,90.5,17.51
51809,06T80L 625100,74.3,85.7,20.38
51814,06T80L 625100,77.8,86.5,19.74
51830,06T80L 625100,79.1,88.1,20.04
59039,06T80L 625100,83.7,90.6,22.0
59108,06T80L 625100,80.4,87.8,16.42
62052,06T80L 625100,77.4,86.8,19.2
51773,06T80L 625125,85.6,94.8,17.67
51776,06T80L 625125,79.8,88.3,17.31
51780,06T80L 625125,82.3,93.2,20.08
51784,06T80L 625125,82.2,90.8,19.85
51787,06T80L 625125,82.0,91.3,20.0
51790,06T80L 625125,79.7,90.3,18.41
51794,06T80L 625125,81.7,92.2,20.53
51797,06T80L 625125,79.4,89.3,19.01
51800,06T80L 625125,84.9,92.9,18.92
51803,06T80L 625125,78.8,88.7,13.5
51806,06T80L 625125,78.7,87.5,21.04
59105,06T80L 625125,85.0,95.7,19.43
59125,06T80L 625125,79.5,86.7,15.46
62063,06T80L 625125,84.6,89.5,12.17
2899,06T80L 625150,76.4,85.2,17.03
2900,06T80L 625150,78.3,86.7,21.61
2901,06T80L 625150,74.1,83.0,22.98
2902,06T80L 625150,73.9,82.9,23.69
2903,06T80L 625150,70.7,79.7,23.02
2904,06T80L 625150,76.1,84.7,19.8
2905,06T80L 625150,77.1,85.3,22.74
2906,06T80L 625150,84.6,92.9,19.96
2907,06T80L 625150,87.7,94.5,20.2
2908,06T80L 625150,83.1,90.1,18.69
2909,06T80L 625150,85.8,91.9,20.32
4274,06T80L 625150,71.2,79.8,22.65
9361,06T80L 625150,84.5,92.4,17.0
9366,06T80L 625150,86.9,93.5,20.91
9368,06T80L 625150,89.0,96.1,17.42
9371,06T80L 625150,85.5,94.2,17.4
9373,06T80L 625150,84.4,92.9,18.43
15373,06T80L 625150,88.5,95.5,22.1
15375,06T80L 625150,88.4,94.9,17.98
15376,06T80L 625150,88.7,96.3,14.7
15378,06T80L 625150,85.6,92.5,21.27
15382,06T80L 625150,82.8,90.4,19.25
15387,06T80L 625150,84.5,91.9,20.26
15389,06T80L 625150,88.2,94.8,20.21
15395,06T80L 625150,91.2,94.8,22.82
15401,06T80L 625150,91.3,99.0,19.06
21695,06T80L 625150,93.9,98.1,20.79
21699,06T80L 625150,83.9,92.8,21.06
21701,06T80L 625150,86.5,95.0,22.49
21703,06T80L 625150,85.2,94.0,21.54
21708,06T80L 625150,91.9,97.9,20.29
21725,06T80L 625150,88.8,97.4,19.22
21729,06T80L 625150,91.2,99.8,18.42
21731,06T80L 625150,85.8,94.6,17.12
21737,06T80L 625150,84.5,94.4,21.82
21741,06T80L 625150,82.3,91.4,19.51
21749,06T80L 625150,81.9,91.1,21.38
21751,06T80L 625150,80.9,90.1,17.78
21756,06T80L 625150,95.2,104.3,19.42
21758,06T80L 625150,91.9,100.7,15.12
21761,06T80L 625150,89.6,99.4,21.45
21763,06T80L 625150,85.4,94.9,17.03
21782,06T80L 625150,86.0,95.3,20.4
21785,06T80L 625150,85.8,95.1,16.25
21796,06T80L 625150,90.3,99.9,22.85
21798,06T80L 625150,87.7,97.5,20.97
21802,06T80L 625150,84.7,94.8,19.17
21805,06T80L 625150,87.4,96.8,18.56
21809,06T80L 625150,90.3,98.7,20.37
21812,06T80L 625150,80.6,91.2,20.52
21816,06T80L 625150,87.9,96.2,22.36
21828,06T80L 625150,75.4,87.1,23.0
21829,06T80L 625150,88.5,96.4,21.62
21831,06T80L 625150,92.7,100.4,17.62
21833,06T80L 625150,95.1,102.6,18.91
24326,06T80L 625150,82.5,90.9,21.77
24333,06T80L 625150,78.5,87.7,20.17
24336,06T80L 625150,79.6,87.6,19.82
24338,06T80L 625150,80.9,90.1,21.25
24339,06T80L 625150,80.4,90.5,22.4
24342,06T80L 625150,79.1,88.5,20.92
24346,06T80L 625150,75.2,84.6,20.48
24354,06T80L 625150,82.8,92.3,23.28
24359,06T80L 625150,86.3,91.7,21.15
24361,06T80L 625150,83.0,90.5,21.72
24363,06T80L 625150,87.7,96.3,18.23
24367,06T80L 625150,91.2,97.5,19.01
